Article_num,EAN,Map,Plant,Stor_loc,Material_description,Segment,Family,Class
490011305,8901262030236,253.64,U2RZ,1000,AMUL COW GHEE 500 ml PP,DAIRY,DAIRY - STAPLE,GHEE
491187257,8902901224665,113.07,U2RZ,1000,GOOD LIFE MOONG DAL 1 kg PP,STAPLES,PULSES,PULSES
490817559,4987176198723,164.34,U2RZ,1000,AMBPR LVNDRSPA CRFRSHNR RFL 1PB 7.5mlCBD,HOME CARE,H'HOLD CLNG/CARENG/CARE,FRESHENERS
310015700,310015700,0,U2RZ,2997,BAG CARRY-VF-10Wx16 H40-HM+LDPE,CONSUMABLES,DC / STORE CONSUMABLES,PACKING MATERIALS
310015700,310015700,0,U2RZ,1000,BAG CARRY-VF-10Wx16 H40-HM+LDPE,CONSUMABLES,DC / STORE CONSUMABLES,PACKING MATERIALS
490022632,8902266000034,173.63,U2RZ,1000,LAXMI PRORICH TOOR DAL OILY 1 kg PP,STAPLES,PULSES,PULSES
491417391,8902901011692,210.84,U2RZ,1000,GL MOONG CHHILKA 2 kg PP,STAPLES,PULSES,PULSES
490794279,8906014886215,1823.83,U2RZ,1000,GULAB CLSSC REF COTTONSEEDOIL 15 kg TIN,STAPLES,EDIBLE OILS,EDIBLE OILS
491361961,8901691022017,76.66,U2RZ,1000,EVEREADY 12W 1080 LUMN 6500K LD CDL BLB,GM FMCG,Hardlines,Household Lighting
492489310,839423003035,64.28,U2RZ,2997,SAMRAT FARARI CHEVDA-MOLA 400 GMS PP,CONFECTIONARY & SNACKS,SNACKS,SNACKS
493660909,8904132937451,31.19,U2RZ,1000,JIVE FLORAL PINK FRAG SOFT TALC 300G PET,PERSONAL CARE,SKIN PRODUCTS,SKIN CARE
491349407,8902901001297,239.36,U2RZ,1000,JEERASAR RICE 5 kg BAG,STAPLES,RICE,RICE
490930531,4987176024831,350.36,U2RZ,1000,ORAL B CRS ACTN PWR DRCL BTRY SFT TB CBD,PERSONAL CARE,P'SONAL HYGN,ORAL HYGN
491551671,8904132912830,132.04,U2RZ,1000,SNACTAC AALU BHUJIA 1kg PCH,CONFECTIONARY & SNACKS,SNACKS,SNACKS
491398408,8901023026690,104.26,U2RZ,1000,GDKNG PW FLASH LVNDR MOS REPTWNPK45mlCBD,HOME CARE,INSECT CONTROL,INSECT CONTROL PRODUCTS
492649023,6161139099113,39,U2RZ,1000,LG TROPICAL MULTIPURPOSE GLASS MUG 400ML,HOUSEWARE,TABLEWARE,GLASSWARE
490007571,8902710100150,132.31,U2RZ,1000,BAGRRYS WHITE OATS 1 kg PCH,PROCESSED FOOD,READY TO EAT,BREAKFAST CEREALS
490005695,8904042306019,19.44,U2RZ,1000,BLUEBIRD CORN FLOUR STARCH 100 g CBD,PROCESSED FOOD,READY TO COOK,DESSERTS &  MIXES
590000054,590000054,16,U2RZ,3995,SUGAR BABY MELON (KG),FRESH FRUITS & VEGETABLES,FRESH FRUITS,TROPICAL FRUITS
494260642,8904132971196,31.07,U2RZ,1000,GR REFRSHNG ALOE GLY SHOWR GEL 300ML PET,PERSONAL CARE,SKIN PRODUCTS,BODY WASHING
493851290,8906083202954,18,U2RZ,1000,PA ASSORTED HALDI KUM KUM SINGLE,FURNITURE,HOME DÉCOR,OCCASSIONAL SUPPLAY
490967437,8901030882609,472.72,U2RZ,1000,RED LABEL NATURAL CARE TEA 1kg PCH,BEVERAGES,TEA & COFFEE,TEA
490000163,8901192001207,33.82,U2RZ,1000,CATCH BLACK SALT SPRINKLER 200G CON,STAPLES,SALT,SALT
490993682,8901595971251,6.15,U2RZ,1000,CHINGS SECRET INST MIX VEG SOUP 12G PP,PROCESSED FOOD,READY TO COOK,SOUPS
490820477,8902901156263,47.18,U2RZ,1000,MY HOME ASTD CHCKED DUSTR 40X40CM PO6 PP,FURNISHINGS & DECOR,FURNISHINGS,TABLE & KITCHEN
490917063,8901425036969,40.79,U2RZ,1000,CAMLIN EXTLNG WXCRYN ASR 24SHD+2GLTR CBD,STATIONERY,SCHOOL & ART PRODUCTS,"CRAYONS, CAKES & SKETCH PENS"
491554621,8909106002180,771.65,U2RZ,1000,TRESEMME HAIRFALL DEFENSE SHAMPOO 1L PET,PERSONAL CARE,HAIR PRODUCTS,HAIR CARE
493837091,8904132960428,219,U2RZ,1000,HOME ONE NONSTICK FB DOSA TAWA 28CM,HOUSEWARE,COOKWARE,POTS N PANS
490982901,8901262030458,108.77,U2RZ,1000,AMUL PURE GHEE 200ML JAR               ,DAIRY,DAIRY - STAPLE,GHEE
490304455,4987176074171,54.95,U2RZ,1000,H S ANTI HAIRFALL AD SHAMPOO 72ml PET,PERSONAL CARE,HAIR PRODUCTS,HAIR CARE
492649385,8901765114303,71.54,U2RZ,2997,FLAIR PLS SPLD 2PC PLATE N 2PC BOWL ASR,HOUSEWARE,Home Essential,Home Utility
490025529,8906010500139,28.24,U2RZ,1000,BALAJI CRUNCHEM MSL MSTI POT WFR 135G PP,CONFECTIONARY & SNACKS,SNACKS,SNACKS
490025529,8906010500139,28.24,U2RZ,2997,BALAJI CRUNCHEM MSL MSTI POT WFR 135G PP,CONFECTIONARY & SNACKS,SNACKS,SNACKS
492929033,8901063017634,21.75,U2RZ,1000,BRIT 50-50 MASKA CHASKA BISCUIT 105g PP,PROCESSED FOOD,BISCUITS & BRANDED BAKERY,BISCUITS
490001888,8901972006040,16.91,U2RZ,1000,DUKES NICE COCONUTZ BISCUIT 145 g PP,PROCESSED FOOD,BISCUITS & BRANDED BAKERY,BISCUITS
490020638,4987176191205,73.57,U2RZ,1000,VICKS VPORUB COUGH COLD RELF BLM 25mlPET,HEALTH,OTC,RESPIRATORY/ALLERGY PRODUCTS
490766695,8901138002428,206.23,U2RZ,1000,HIMALAYA AHF BHRINGARJA SHAMPO 340ml PET,PERSONAL CARE,HAIR PRODUCTS,HAIR CARE
491376903,8904112013342,53.12,U2RZ,1000,ZODIAC DESIGNER COMB 3PCS ASORTD PP,PERSONAL CARE,PERSONAL HYGIENE,ACCESSORIES
491633318,8904132918689,22.56,U2RZ,1000,GLIMMER HAIR U PIN RGLR 60 PCS,PERSONAL CARE,PERSONAL HYGIENE,ACCESSORIES
490005436,8901786432011,58.37,U2RZ,1000,EVEREST CORIANDER POWDER 200 g PP,STAPLES,SPICES & CONDIMENTS,POWDER SPICES
491043495,8906001701163,12.43,U2RZ,1000,ELLY TIC TAC CLP TYPE HAIRPN L ASS 6N PP,PERSONAL CARE,PERSONAL HYGIENE,ACCESSORIES
493680335,8904132945982,12.24,U2RZ,1000,GET REAL NEEM BATHING SOAP 100g WRP,PERSONAL CARE,SKIN PRODUCTS,BODY WASHING
491440349,8410179007502,127.46,U2RZ,1000,BORGES PENNE RIGATE PASTA 500 g PP,PROCESSED FOOD,READY TO COOK,NOODLES & PASTA
490010290,8904043702049,14.49,U2RZ,1000,SHREE METHI 100 g PP,STAPLES,SPICES & CONDIMENTS,WHOLE SPICES
491168154,8906019562121,7.5,U2RZ,1000,REAL NMKN FARALI TIKHA CHIWDA 50G PP,CONFECTIONARY & SNACKS,SNACKS,SNACKS
491168154,8906019562121,7.5,U2RZ,2997,REAL NMKN FARALI TIKHA CHIWDA 50G PP,CONFECTIONARY & SNACKS,SNACKS,SNACKS
490006632,8904287001298,73.55,U2RZ,1000,BAMBINO MCARONI PSTA ELBOW 850g PP,PROCESSED FOOD,READY TO COOK,NOODLES & PASTA
493912151,8904132964150,104.84,U2RZ,1000,IND MOONG WHOLE 1KG PCH,STAPLES,PULSES,PULSES
491491684,8901425073940,27.11,U2RZ,1000,CAMLIN HIGHLIGHTER MARKER PEN PK2N,STATIONERY,WRITING INSTRUMENTS  & ACCESSORIES,MARKING INSTRUMENTS
491552148,8906017290774,9.32,U2RZ,2997,BISLERI EXTRA POWER CLUB SODA 750ml PET,BEVERAGES,DRINKS,DRINKS
491552148,8906017290774,9.32,U2RZ,1000,BISLERI EXTRA POWER CLUB SODA 750ml PET,BEVERAGES,DRINKS,DRINKS
490007348,8901063401648,82.5,U2RZ,1000,BRIT TLC CLS CHEESE SPRD 180g CON,DAIRY,DAIRY - CHILLED,PROCESSED CHEESE
491334871,8901030927997,106.35,U2RZ,1000,REXONA WOMEN ROLLON SHOWERFRESH 50ML PET,PERSONAL CARE,P'SONAL HYGN,GENRL P'SONAL HYGN
490762566,8909081002861,28.07,U2RZ,1000,SUNF DARK FANTASY CHOCFLS BISC 75 g CBD,PROCESSED FOOD,BISCUITS & BRANDED BAKERY,BISCUITS
490762566,8909081002861,28.07,U2RZ,2997,SUNF DARK FANTASY CHOCFLS BISC 75 g CBD,PROCESSED FOOD,BISCUITS & BRANDED BAKERY,BISCUITS
490008276,4987176278647,165.09,U2RZ,1000,GILLETTE RGLR SHVING FOAM 418g CAN,PERSONAL CARE,HAIR PRODUCTS,HAIR REMOVAL/MASKING
490871023,8906032018940,10.25,U2RZ,1000,NUTRELA SOYA CHUNKS WARIAN 80 g PP,STAPLES,PULSES,PULSES
491642324,8901248701372,127.29,U2RZ,1000,ZANDU PAIN RELIEF BALM 50 ML CBD,HEALTH,OTC,PAIN RELIEF PRODUCTS
490984255,8901595862962,55.95,U2RZ,1000,CHINGS SECRET SCHEZWAN CHUTNEY 250g BTL,PROCESSED FOOD,READY TO EAT,JAMS & SPREADS
493680652,8904132969063,40.17,U2RZ,1000,MY HOME DSNFT FC FLORAL 1L PET,HOME CARE,H'HOLD CLNG/CARENG/CARE,H'HOLD CLNG
490921889,8901030902376,7.06,U2RZ,1000,KNORR INSTANT SOUP MIXVEG 11G PP,PROCESSED FOOD,READY TO COOK,SOUPS
490001341,8901052000906,236.27,U2RZ,1000,TATA GOLD LEAF TEA 500g PP,BEVERAGES,TEA & COFFEE,TEA
490642424,8902102163725,13.39,U2RZ,1000,PRIL LIM GREASE FIGHTER DW LQD 105ML PCH,HOME CARE,H'HOLD CLNG/CARENG/CARE,H'HOLD CLNG
494374928,8906062590515,120.95,U2RZ,1000,SHREE GITA RFND SPR SUNFLWR OIL 1l PCH,STAPLES,EDIBLE OILS,EDIBLE OILS
494374928,8906062590515,120.95,U2RZ,2997,SHREE GITA RFND SPR SUNFLWR OIL 1l PCH,STAPLES,EDIBLE OILS,EDIBLE OILS
491046186,8909106001466,198.83,U2RZ,1000,TRESEMME PRO KERATIN SMTH CNDTNR190MLPET,PERSONAL CARE,HAIR PRODUCTS,HAIR CARE
491317038,8906059635069,40,U2RZ,1000,EPGMIA GRK YGHRT WILD RASPBERRY 85 g CUP,DAIRY,FRESH MILK PRODUCTS,YOGHURT
490066906,8901722066300,30.15,U2RZ,1000,SAFAL FROZEN CORN 200 G PP,FROZEN VEG. / SNACKS,FROZEN FRUITS & VEGETABLES,FROZEN VEGETABLES
493696034,8901030999499,327.55,U2RZ,1000,PONDS SUNSCRN SRM BST CRM100G SPF55 TUBE,PERSONAL CARE,SKIN CARE,FACE CARE
491321623,8901396040705,96.6,U2RZ,1000,VNSH OXI ACTN LIQUID STN RMOVR 400ML BTL,HOME CARE,FABRIC CARE,LAUNDRY AIDS
491337688,8901396389651,75.87,U2RZ,1000,VEET INST WAXNG KIT NRMSKN 8STR+2WPS CBD,PERSONAL CARE,HAIR PRODUCTS,HAIR REMOVAL/MASKING
492848220,8904132933057,41.99,U2RZ,1000,MSTR DEO BDY SP TNG 100g 150ml CAN,PERSONAL CARE,Deo,Gas Deo
491439158,8901595863433,46.88,U2RZ,1000,SMTH & JONES SOYA WADI MASALA 108 g PP,STAPLES,SPICES & CONDIMENTS,BLENDED SPICES
493830928,8908022372001,2.7,U2RZ,1000,AURUM RAKHI MINIMAL ASSORTED,GIFT SOLUTIONS,GIFTS,OCCASSIONAL SUPPLIES
491506599,8904103330823,49.84,U2RZ,1000,MANFORCE STRAWBERRY CONDOMS 10N CBD,HEALTH,OTC,BARRIER CONTRACEPTION
490002505,8901030974526,261.12,U2RZ,1000,PONDS NIACNMDE NORSHNG BDY LTN 275ML PET,PERSONAL CARE,SKIN PRODUCTS,SKIN CARE
491251628,8902979007290,25.42,U2RZ,1000,INDICA EASY NTRL BLK HAR CLR SHP 25ml PP,PERSONAL CARE,HAIR PRODUCTS,HAIR CARE
490001985,8901888008053,82.64,U2RZ,1000,REAL FRUIT POWER GAUVA DRINK 1L TPK,BEVERAGES,JUICES,FRUIT JUICES & DRINKS
491416811,8904422310537,46.44,U2RZ,1000,MY HOME ASSORT CTTN KITCHEN TWL PKOF4,FURNISHINGS & DECOR,FURNISHINGS,TABLE & KITCHEN
490934275,8903622004963,498.3,U2RZ,2997,MAMYPOKO PNTS EXTR ABSRB 7-12KG M 42N PP,BABY CARE,BABY HYGN,BABY HYGN/GROOMING
490934275,8903622004963,498.3,U2RZ,1000,MAMYPOKO PNTS EXTR ABSRB 7-12KG M 42N PP,BABY CARE,BABY HYGN,BABY HYGN/GROOMING
490503542,8901399005305,94.68,U2RZ,1000,SANTOOR SANDAL N TURMRIC SOAP100G PK4 PP,PERSONAL CARE,SKIN PRODUCTS,BODY WASHING
491599697,8901063410312,112.5,U2RZ,1000,BRTANNIA TLC CRMY PRS CHS SPRD 120 g CBD,DAIRY,DAIRY - CHILLED,NATURAL CHEESE
493830132,8901372174400,134,U2RZ,1000,CELLO BREAK BUDDY ASRT PLS LUCNH BOX SO3,HOUSEWARE,TABLEWARE,THERMOWARE
491209911,8903053002699,41.49,U2RZ,1000,SELVEL EURO BASKET 2,HOUSEWARE,Home Essential,Home Utility
491934469,8904132925021,91.49,U2RZ,1000,HO WAVE BLACK PLASTIC  BTL 1L PET SO4,HOUSEWARE,Bottle and lunch box,BOTTLES
491237819,8901063161429,77.12,U2RZ,1000,BRIT PURE MAGIC CHOCOLUSH CKS 300G CBD,PROCESSED FOOD,BISCUITS & BRANDED BAKERY,BISCUITS
490007672,8904004400779,63.64,U2RZ,1000,HALDIRAM N ALOO BHUJIA 350g PP,CONFECTIONARY & SNACKS,SNACKS,SNACKS
490936001,8906008458817,212.58,U2RZ,1000,VLCC ALMND HNY BDY LOTION350ML+350ML PET,PERSONAL CARE,SKIN PRODUCTS,SKIN CARE
491959535,8901719133701,96.8,U2RZ,1000,PARLE PREMIUM RUSK ELAICHI 1 kg PP,DAIRY,BRANDED BAKERY TOAST & KHARI,RUSK
490082165,8903105010818,86.58,U2RZ,1000,YARDLEY LONDON MORNING DEW TALC100GM TIN,PERSONAL CARE,SKIN PRODUCTS,SKIN CARE
490009012,8901044400745,123.75,U2RZ,1000,MAPRO STRAWBERRY CRUSH 1l PET,BEVERAGES,DRINKS,DRINKS
491694400,8904132919792,85.57,U2RZ,1000,MY HOME MOPZ FC LIME 1 LTR 1P1 PET,HOME CARE,H'HOLD CLNG/CARENG/CARE,H'HOLD CLNG
490000979,7622202026447,159.86,U2RZ,1000,BOURNVITA CHOCOLATE 500g PCH,BEVERAGES,HEALTH DRINKS,HEALTH DRINKS
490000979,7622202026447,159.86,U2RZ,2997,BOURNVITA CHOCOLATE 500g PCH,BEVERAGES,HEALTH DRINKS,HEALTH DRINKS
490927165,8901803001329,154.2,U2RZ,1000,AMRU JOINT MUSCLE ADV JOIN SPRAY 80G CAN,HEALTH,OTC,GASTROINTESTINAL REMEDY PRODUCTS
494392657,8904132972056,4.35,U2RZ,1000,CAMPA ENERGY BERRY KICK 250ML PET,BEVERAGES,DRINKS,DRINKS
490932510,5010322541117,84.84,U2RZ,1000,TURTLE WAX MICROFIBRE CHENILLE MITT2SIDE,AUTO ACCESSORIES,FOUR WHEELER,CAR CARE
490470658,8901595961405,36.94,U2RZ,1000,CHINGS SECRET VEG MANCHOW SOUP 55G PP,PROCESSED FOOD,READY TO COOK,SOUPS
491337305,8901063142541,34.55,U2RZ,2997,BRIT NUTRI CHOICE DIGS HFB BISC 148g PP,PROCESSED FOOD,BISCUITS & BRANDED BAKERY,BISCUITS
491337305,8901063142541,34.55,U2RZ,1000,BRIT NUTRI CHOICE DIGS HFB BISC 148g PP,PROCESSED FOOD,BISCUITS & BRANDED BAKERY,BISCUITS
490642371,8904132925281,26.91,U2RZ,2997,MY HOME NAPTHALENE BALLS 200g PP,HOME CARE,HOUSEHOLD NEEDS,AIR FRESHNERS
490002232,8901314542083,16.65,U2RZ,1000,COLGATE GENTLE SFT BLUE CLR KIDS2+ T CBD,PERSONAL CARE,P'SONAL HYGN,ORAL HYGN
491416683,8906079970508,46.32,U2RZ,1000,SELVELTARGET PLAS BASKET 2 WITH LID ASS,HOUSEWARE,Home Essential,Home Utility
491061269,8904035416039,84.31,U2RZ,1000,JOY ADV HNY&ALMD NRSHG BDY LTN 300ML PET,PERSONAL CARE,SKIN PRODUCTS,SKIN CARE
490056950,8902266000591,81.29,U2RZ,2997,LAXMI DAILY FEAST GREEN PEAS 500 g PP,STAPLES,PULSES,PULSES
491439698,8904132916074,29.09,U2RZ,1000,SNACTAC ROASTED VERMICELLI 450 g PP,PROCESSED FOOD,READY TO COOK,NOODLES & PASTA
490008993,8901058897005,26.63,U2RZ,2997,MAGGI VEG MAGIC CUBES 40G PP,STAPLES,SPICES & CONDIMENTS,BLENDED SPICES
490008993,8901058897005,26.63,U2RZ,1000,MAGGI VEG MAGIC CUBES 40G PP,STAPLES,SPICES & CONDIMENTS,BLENDED SPICES
494400571,8901183014766,75.18,U2RZ,1000,Ravalgaon PAN Pasand Gold 560gm Pch,CONFECTIONARY & SNACKS,CONFECTIONERY,CONFECTIONERY
491317058,8902080704057,13.13,U2RZ,1000,LEHAR EVERVESS CLUB SODA 750 ml PET,BEVERAGES,DRINKS,DRINKS
491696486,8906009071732,67.82,U2RZ,1000,UNIBIC CHOCO NUT DELIGHT COOKIES 500G PP,PROCESSED FOOD,BISCUITS & BRANDED BAKERY,BISCUITS
494408507,8906128580481,15.47,U2RZ,1000,DD TB 12 ZIG ZAG SUPER HEROES CAP AMR,PERSONAL CARE,P'SONAL HYGN,ORAL HYGN
491296218,8901138836108,65.86,U2RZ,1000,HIMALAYA CPT CR TOOTPASTE 150G CBD,PERSONAL CARE,ORAL CARE,TOOTH PASTE
491251574,8906016014708,181.29,U2RZ,1000,GOUMIA RS ALMONDS 200G PP,STAPLES,DRY FRUITS,DRY FRUITS
490190101,8901207001758,161.14,U2RZ,1000,DABUR BADAM TAIL 100% PURE 50 ml CBD,HEALTH,AYURVEDIC,NUTRIENT/VITAMINS
490577670,8901662024583,32.13,U2RZ,1000,SUHANA BUTTER CHICKEN MIX 50 g PP,STAPLES,SPICES & CONDIMENTS,BLENDED SPICES
494408784,8904132981171,10.57,U2RZ,1000,BEST FARM FENUGREEK 100g PP,STAPLES,SPICES & CONDIMENTS,WHOLE SPICES
491504705,8903105001984,329.22,U2RZ,1000,YARDLEY LONDON MIST PERFUME 100 ML,PERSONAL CARE,P'SONAL HYGN,GENRL P'SONAL HYGN
491227611,8906059635090,40,U2RZ,2997,EPIGAMIA GRK YOGHURT BLUEBERRY 85 g CUP,DAIRY,FRESH MILK PRODUCTS,YOGHURT
491420560,7622202026645,3.43,U2RZ,1000,BOURNVITA CHILDREN 5+YRS 14.4g PP,BEVERAGES,HEALTH DRINKS,HEALTH DRINKS
490542635,8904132905696,3.33,U2RZ,2997,SCRUBZ LEMON POWER DISHWASH BAR 100g WRP,HOME CARE,H'HOLD CLNG/CARENG/CARE,H'HOLD CLNG
493646145,8904132949386,280.01,U2RZ,1000,Good Life Almond Value Pack 500g PP,STAPLES,DRY FRUITS,DRY FRUITS
490896732,8901030962769,141.12,U2RZ,1000,VIM LEMON DISHWASH GEL 750ml PET,HOME CARE,H'HOLD CLNG/CARENG/CARE,H'HOLD CLNG
491636740,8901207031717,231.93,U2RZ,1000,DABUR AMLA HAIR OIL 550ml BTL,PERSONAL CARE,HAIR PRODUCTS,HAIR CARE
494336890,8905110008057,34.36,U2RZ,1000,VIVEL GLY & HONEY MOIST BW 185ML PET,PERSONAL CARE,PERSONAL WASH,BODYWASH
491074360,7622202031496,191.3,U2RZ,1000,CADBURY COCOA POWDER 150g TUB,PROCESSED FOOD,READY TO COOK,DESSERTS &  MIXES
492851041,8904132932906,46.35,U2RZ,1000,GL MASOOR DAL UNPOLISHED 500 g PP,STAPLES,PULSES,PULSES
491587140,8904067709352,79.43,U2RZ,1000,JABSONS SESAME GUD TIL LADDU 210 g PP,CONFECTIONARY & SNACKS,CONFECTIONERY,CONFECTIONERY
491637467,8904132918368,82.72,U2RZ,1000,GET REAL COCONUT OIL 500 ml PET,PERSONAL CARE,HAIR PRODUCTS,HAIR CARE
491052419,491052419,37.69,U2RZ,1000,MICROFIBER TOWEL 24 X24 SET OF 5,FURNISHINGS & DECOR,FURNISHINGS,BATH
491173884,8901361328135,45.66,U2RZ,1000,SCTCH BRTE SCRB PD S SHP PK5 7.5x10CM PP,GM FMCG,Cleaning Aids,Utensil Scrubbers
490871591,8901571004836,121.24,U2RZ,1000,SENSODYNE RAPID RELIEF TP 80 G CBD,PERSONAL CARE,P'SONAL HYGN,ORAL HYGN
490009209,8906001050759,94.7,U2RZ,1000,MOTHERS RECIPE MIXED PICKLE 400g JAR,PROCESSED FOOD,READY TO EAT,PICKLES
491653668,8906100180258,20.77,U2RZ,1000,CHAKAACHAK PLASTIC DUSTPAN,GM FMCG,Cleaning Aids,Brooms & Dustpan
491046273,8901030826894,52.64,U2RZ,1000,PONDS WB AIO BB+ SPF30 FRNSS CRM 9G TUBE,COSMETICS,LIFESTYLE SKINCARE,SKIN LIGHTENING/ FAIRNESS
493840629,8901725001216,41.24,U2RZ,1000,SUNFEAST CHOCO CAKER PIE 138g CBD,DAIRY,BRANDED BAKERY CAKES & PASTRIES,DESSERT & PASTRY
491695809,8901393019964,32.92,U2RZ,1000,CENTERFRUIT SOFT CHEWS POCKET  33g PET,CONFECTIONARY & SNACKS,CONFECTIONERY,CONFECTIONERY
491638963,8906020491946,83.8,U2RZ,2997,LAL SHAHI MYSORE PAK 200g CBD,CONFECTIONARY & SNACKS,CONFECTIONERY,CONFECTIONERY
491900194,8901396387169,313.65,U2RZ,1000,DUREX INVISIBLE CONDOMS 10S CBD,HEALTH,OTC,BARRIER CONTRACEPTION
494260654,8904132973565,104,U2RZ,1000,ULHAAS GOLDMINE PILLOW,FURNISHINGS & DECOR,FURNISHINGS,BEDDING
310106913,310106913,6.36,U2RZ,1000,JIO MART POS ROLLS 55MMX12M,CONSUMABLES,OFFICE CONSUMABLE STATIONARY,OFFICE CONSUMABLE STATIONARY
490870796,8901595862825,16.24,U2RZ,1000,CHING'S SECRET RED CHILLI SAUCE 90 G PCH,PROCESSED FOOD,READY TO EAT,SAUCES
493032044,8904004401158,35.36,U2RZ,1000,HALDIRAM NAGPUR KHATTA MITHA 200G PP,CONFECTIONARY & SNACKS,SNACKS,SNACKS
493827594,8904222945892,48,U2RZ,1000,HOME ONE PL SOAP DISPNSR FOIL PRNT PEARS,HOUSEWARE,Home Essential,Bath Essential
490507085,8906100881261,36,U2RZ,1000,KASHMIRA JEERA MASALA SODA 1.5L PET,BEVERAGES,DRINKS,CARBONATED SOFT DRINKS
491628385,8809311914271,29.36,U2RZ,1000,MIRABL CSM KREA ALVRA FCLSHT MSK25ML PCH,PERSONAL CARE,SKIN CARE,FACE CARE
491187432,8720169180628,48.45,U2RZ,1000,PHILIPS LED BULB 9W B22 CRYSTAL WHT CBD,#N/A,#N/A,#N/A
490008382,8901030929731,7.13,U2RZ,1000,LUX SOFT GLOW ROSE & VIT E SOAP 41g WRP,PERSONAL CARE,SKIN PRODUCTS,BODY WASHING
491168150,8906019562053,7.5,U2RZ,1000,REAL NAMKEEN BITES RATLAMI SEV 50g PP,CONFECTIONARY & SNACKS,SNACKS,SNACKS
494408275,8901396602316,29.17,U2RZ,1000,DETTOL ICY COOL SOAP 100g WRP,BEAUTY,PERSONAL CARE,BATH & SHOWER
491601816,8904317300827,177.97,U2RZ,1000,BIO HERBCOLR 1N NAT BLCK 50 g+110 ml CBD,PERSONAL CARE,HAIR PRODUCTS,HAIR CARE
490000172,8901786121007,65.69,U2RZ,1000,EVEREST KITCHEN KING MASALA 100 g CBD,STAPLES,SPICES & CONDIMENTS,BLENDED SPICES
491418428,8901719127991,16.95,U2RZ,1000,PARLE KRACK JCK BUTRMSLA BSC 100G PP,PROCESSED FOOD,BISCUITS & BRANDED BAKERY,BISCUITS
491899914,8902102126973,183.66,U2RZ,1000,MORELIGHT EXT PWR DET POWDER 4 kg PP,HOME CARE,FABRIC CARE,LAUNDRY DETERGENTS
490003580,8901287100211,50.29,U2RZ,2997,MYSORE SANDAL SOAP 125 g CBD,PERSONAL CARE,SKIN PRODUCTS,BODY WASHING
490002858,8901396313304,31.33,U2RZ,1000,DETTOL SKINCARE HANDWSH 175 ML PCH,PERSONAL CARE,SKIN PRODUCTS,BODY WASHING
491321254,8906001021063,43.24,U2RZ,1000,GOWARDHAN FRSH PASTEURSD TONED MLK 1L PP,DAIRY,FRESH MILK,FRESH MILK
491321254,8906001021063,43.24,U2RZ,2997,GOWARDHAN FRSH PASTEURSD TONED MLK 1L PP,DAIRY,FRESH MILK,FRESH MILK
492336031,8901361404457,81.39,U2RZ,1000,SCHBRITE SLRSPKS SCRUB PAD 7X10CM 10U PP,GM FMCG,Cleaning Aids,Utensil Scrubbers
491934142,8904132923577,34,U2RZ,1000,HOMEONE KEEPER PLSTC CNTR 210ML SO5 PNK,HOUSEWARE,Kitchen Storage,Containers
491085607,8904256000925,162.75,U2RZ,1000,NIVEA POWERFRT RLX SHOWER GEL 250ml PET,PERSONAL CARE,SKIN PRODUCTS,BODY WASHING
490113568,8901691010724,36.68,U2RZ,1000,EVEREADY BATTARIES AAA 1012 PACK OF 4,GM FMCG,Hardlines,Household Battery
493696013,8904132975484,26.3,U2RZ,1000,CAMPA LEMON FLVRD DRINK 2L PET,BEVERAGES,DRINKS,CARBONATED SOFT DRINKS
490002417,8901030832567,103.73,U2RZ,1000,SUNSILK LSCIOSLY THKNLG SHMPO 180 ml PET,PERSONAL CARE,HAIR PRODUCTS,HAIR CARE
493661485,8904132954212,4.96,U2RZ,1000,TOFFEEMAN PANNER TOFFEE 30G PCH TN,CONFECTIONARY & SNACKS,CONFECTIONERY,CONFECTIONERY
493836998,8904132949393,28.36,U2RZ,1000,Good Life Ujjaini Poha 500g PP,STAPLES,RICE,RICE
494337032,8901314857583,264.58,U2RZ,1000,COLGATE TOTAL ADVNCED HEALTH TP 300g CBD,PERSONAL CARE,P'SONAL HYGN,ORAL HYGN
490659650,8906033530083,60.11,U2RZ,1000,SNAPIN PIZZA MIX 45 g BTL,STAPLES,SPICES & CONDIMENTS,HERBS & SEASONINGS
491419460,8906080601248,32.96,U2RZ,1000,PAPER BOAT COCONUT WATER 200ml PET,BEVERAGES,JUICES,FRUIT JUICES & DRINKS
491296191,8906016015132,144.9,U2RZ,1000,TULSI WALNUTS QUARTERS 200G CBD,STAPLES,DRY FRUITS,DRY FRUITS
493180283,8904132933880,45.78,U2RZ,1000,HOME ONE GT PLASTIC KHARATA 1U,GM FMCG,Cleaning Aids,Brooms & Dustpan
493850005,8908022519000,21.5,U2RZ,1000,10 METER COTTON DORI WITH PLASTIC SUJA,STATIONERY,OFFICE CONSUMABLES & STATIONERY,OFFICE STATIONERY AND CONSUMABLES
492171782,8906112500778,75,U2RZ,1000,EVEREST PERFORMER KITCHEN KNIFE 3 PC SET,HOUSEWARE,KITCHENWARE,KITCHEN TOOLS
491229969,8901030900303,49.37,U2RZ,1000,KNORR INT MEXICN TOMATO CORN SUP 50G PP,PROCESSED FOOD,READY TO COOK,SOUPS
491390238,8904132919983,24.79,U2RZ,1000,SCRUBZ ROUND DISHWASH BAR 500G TUB,HOME CARE,H'HOLD CLNG/CARENG/CARE,H'HOLD CLNG
